SEQENCE ID                     TM SP PREDICTION
Q9KR32                          0  0 o
Q9KR34                          0  0 o
Q9KR35                          0  0 i
Q9KR36                          0  0 o
Q9KR37                          0  0 i
Q9KR38                          0  0 o
Q9KR39                          0  0 o
Q9KR40                          0  0 o
Q9KR41                          0  0 o
Q9KR42                          0  0 i
Q9KR43                          0  0 o
Q9KR44                          0  0 o
Q9KR45                          0  0 o
Q9KR46                          0  0 o
Q9KR47                          0  0 o
Q9KR48                          0  0 o
Q9KR49                          0  0 o
Q9KR50                          0  0 o
Q9KR51                          0  0 o
Q9KR52                          0  0 o
Q9KR53                          0  0 o
Q9KR54                          0  0 o
Q9KR55                          0  0 o
Q9KR56                          0  0 o
Q9KR57                          0  0 o
Q9KR58                          0  0 o
Q9KR60                          0  0 o
Q9KR63                          0  0 i
Q9KR67                          0  0 o
Q9KR68                          0  0 o
Q9KR70                          0  0 o
Q9KR71                          0  0 o
Q9KR72                          0  0 o
Q9KR73                          0  0 o
Q9KR75                          0  Y n2-10c14/15o
Q9KR76                          0  0 o
Q9KR77                          0  0 o
Q9KR78                          0  0 o
Q9KR79                          3  0 o28-52i138-162o182-207i
Q9KR80                          1  0 o20-43i
Q9KR81                          0  0 o
Q9KR82                          0  0 o
Q9KR83                          0  0 o
Q9KR84                          0  0 o
Q9KR85                         12  0 i12-30o335-356i363-382o394-417i438-456o468-495i516-540o858-877i884-904o910-931i959-979o985-1008i
Q9KR87                          0  Y n4-14c18/19o
Q9KR88                          1  0 i21-41o
Q9KR89                          8  0 i51-77o97-123i143-169o181-200i268-287o307-328i366-387o393-416i
Q9KR90                          1  0 i21-38o
Q9KR92                          0  Y n4-15c20/21o
Q9KR93                          0  Y n10-21c29/30o
Q9KR94                          0  Y n5-16c20/21o
Q9KR95                          0  0 i
Q9KR97                          0  0 o
Q9KR98                          0  Y n3-11c19/20o
Q9KR99                          0  0 o
Q9KRA0                          1  0 o6-27i
Q9KRA1                          0  0 o
Q9KRA8                          0  0 i
Q9KRA9                          1  Y n2-13c17/18o27-49i
Q9KRB1                          0  0 o
Q9KRB3                          0  0 i
Q9KRB4                          0  0 o
Q9KRB7                          0  0 o
Q9KRB8                          0  0 o
Q9KRB9                          5  Y n5-18c22/23o46-65i77-101o131-150i162-181o193-212i
Q9KRC0                          0  0 o
Q9KRC4                          2  0 o20-40i47-67o
Q9KRC9                          0  0 o
Q9KRD0                          5  0 i12-30o50-72i84-102o147-172i184-203o
Q9KRD2                          0  0 o
Q9KRD4                          6  Y n13-23c27/28o43-69i81-101o107-130i142-161o173-194i206-224o
Q9KRD5                          0  0 o
Q9KRD7                          0  0 o
Q9KRD9                          0  Y n35-50c55/56o
Q9KRE0                          0  0 o
Q9KRE3                          0  0 o
Q9KRE4                          0  0 o
Q9KRE5                          0  Y n4-12c17/18o
Q9KRE6                          0  0 o
Q9KRE8                          1  0 i32-58o
Q9KRF1                          0  0 o
Q9KRF2                          0  0 o
Q9KRF3                          0  0 o
Q9KRF4                          9  Y n39-50c56/57o66-83i103-128o134-154i161-181o220-239i251-269o301-321i333-359o390-412i
Q9KRF6                          0  Y n9-20c25/26o
Q9KRF7                          0  Y n5-15c20/21o
Q9KRF8                          0  0 o
Q9KRF9                          0  0 o
Q9KRG0                          6  0 i28-50o95-121i133-154o160-180i211-237o257-282i
Q9KRG1                          5  Y n11-22c27/28o69-97i109-136o148-165i244-265o285-312i
Q9KRG3                          0  0 o
Q9KRG4                          0  0 o
Q9KRG5                          1  0 o6-24i
Q9KRG6                          2  0 i20-37o43-69i
Q9KRG7                          0  Y n4-15c19/20o
Q9KRG8                          0  Y n17-27c32/33o
Q9KRG9                         12  0 i31-51o352-373i380-400o406-432i453-471o483-506i544-562o880-899i906-926o932-953i981-1001o1007-1030i
Q9KRH3                         10  Y n19-30c35/36o45-70i91-119o148-165i177-194o225-244i256-278o298-327i356-382o388-405i425-447o
Q9KRH4                          0  0 o
Q9KRH5                          5  0 o33-60i81-103o109-132i153-172o178-197i
Q9KRH6                          0  0 o
Q9KRH7                         12  0 i7-36o56-80i101-126o146-170i207-229o249-278i299-321o352-370i382-408o414-434i467-488o518-538i
Q9KRH8                          0  Y n5-15c19/20o
Q9KRH9                          0  Y n7-17c22/23o
Q9KRI0                          0  0 o
Q9KRI1                          0  0 i
Q9KRI2                          0  Y n4-15c20/21o
Q9KRI3                         11  0 i24-43o49-66i100-120o140-157i164-184o204-227i248-266o293-317i338-359o365-383i395-416o
Q9KRI4                          0  0 i
Q9KRI5                          9  Y n9-20c25/26o35-57i69-89o95-114i121-138o144-164i176-195o207-225i237-257o263-281i
Q9KRI7                          0  0 i
Q9KRI9                          0  0 o
Q9KRJ2                          0  0 o
Q9KRJ3                          0  0 o
Q9KRJ4                          0  0 o
Q9KRJ5                          0  0 o
Q9KRJ6                          0  Y n23-34c38/39o
Q9KRJ7                          3  0 o15-32i53-73o243-266i
Q9KRJ8                          0  0 o
Q9KRJ9                          0  0 o
Q9KRK2                          0  0 o
Q9KRK3                          0  Y n16-27c31/32o
Q9KRK4                          0  0 o
Q9KRK7                          0  0 o
Q9KRK8                          1  Y n4-11c15/16o451-472i
Q9KRK9                         12  0 i15-32o52-85i97-117o137-159i166-186o198-220i249-270o290-307i319-346o366-390i402-420o426-443i
Q9KRL0                          0  0 o
Q9KRL1                         10  0 i39-59o256-276i311-334o362-383i404-424o430-457i478-497o703-728i749-769o801-824i
Q9KRL2                          1  0 i12-28o
Q9KRL5                          0  Y n6-16c21/22o
Q9KRL6                          0  Y n16-24c29/30o
Q9KRL7                          0  0 o
Q9KRL8                         12  0 i12-30o50-68i77-95o101-125i137-158o164-186i214-233o245-264i276-298o304-326i338-358o364-384i
Q9KRL9                          0  0 o
Q9KRM0                          0  0 i
Q9KRM1                          0  0 o
Q9KRM3                          1  0 o20-41i
Q9KRM4                          0  Y n4-14c22/23o
Q9KRM6                          0  0 o
Q9KRM7                          7  Y n3-11c19/20o43-63i208-232o252-271i292-310o316-338i345-366o378-396i
Q9KRM8                          6  0 i21-42o189-215i236-255o267-290i297-318o359-375i
Q9KRM9                          1  0 i7-25o
Q9KRN2                          0  0 o
Q9KRN3                          0  Y n6-17c25/26o
Q9KRN4                          0  0 o
Q9KRN5                          0  Y n3-13c18/19o
Q9KRN6                          0  Y n4-15c20/21o
Q9KRN8                          1  0 i31-48o
Q9KRN9                         13  Y n9-19c24/25o48-69i81-101o107-128i140-160o166-184i196-217o223-246i267-292o304-321i333-352o358-381i402-420o440-460i
Q9KRP3                          2  0 o20-39i233-252o
Q9KRP4                          0  0 o
Q9KRP5                          0  Y n8-15c23/24o
Q9KRP6                          0  0 o
Q9KRP8                          0  0 i
Q9KRP9                          4  0 i12-34o54-81i88-108o120-141i
Q9KRQ0                          0  0 i
Q9KRQ2                          0  Y n15-26c34/35o
Q9KRQ6                          0  0 o
Q9KRQ7                          0  0 o
Q9KRQ8                          0  0 o
Q9KRQ9                          0  Y n8-18c25/26o
Q9KRR1                          4  0 i20-41o61-85i97-114o120-142i
Q9KRR2                          4  0 i12-33o45-62i82-99o105-122i
Q9KRR4                          0  0 o
Q9KRR6                          9  0 o12-34i55-78o84-104i116-134o146-170i190-208o220-241i253-275o295-320i
Q9KRR7                          0  0 i
Q9KRR9                          3  Y n18-36c41/42o291-315i344-366o386-408i
Q9KRS0                          5  0 o20-44i253-270o276-300i328-349o369-388i
Q9KRS1                          0  Y n4-14c22/23o
Q9KRS2                          0  0 o
Q9KRS3                          0  Y n14-21c26/27o
Q9KRS4                          0  Y n19-34c38/39o
Q9KRS5                          0  0 o
Q9KRS7                          0  0 o
Q9KRS8                          0  0 o
Q9KRS9                          0  0 o
Q9KRT0                          0  0 o
Q9KRT1                          0  0 o
Q9KRT2                          0  0 o
Q9KRT3                          0  0 o
Q9KRT9                          3  0 o26-47i98-119o139-161i
Q9KRU1                          0  Y n5-16c20/21o
Q9KRU3                          0  Y n3-13c21/22o
Q9KRU6                          0  0 o
Q9KRU8                          1  0 o12-32i
Q9KRU9                          1  0 o178-198i
Q9KRV0                          4  0 o48-64i85-106o126-147i183-207o
Q9KRV1                          0  0 o
Q9KRV3                          0  0 o
Q9KRV4                          0  0 o
Q9KRV5                          0  Y n8-19c23/24o
Q9KRV6                          0  0 o
Q9KRV9                          0  0 o
Q9KRW0                          5  0 o24-52i59-83o103-122i143-167o199-221i
Q9KRW1                          0  Y n10-21c26/27o
Q9KRW4                          0  0 o
Q9KRW6                          0  0 o
Q9KRW7                          0  0 o
Q9KRW8                          0  0 o
Q9KRW9                          0  Y n15-23c28/29o
Q9KRX0                          0  Y n18-29c37/38o
Q9KRX1                          0  0 o
Q9KRX3                          3  0 o12-37i58-80o100-117i
Q9KRX5                          0  0 o
Q9KRX7                          1  0 o54-73i
Q9KRX8                          2  0 i80-98o104-122i
Q9KRX9                          0  0 o
Q9KRY0                          0  0 o
Q9KRY2                          1  0 i21-40o
Q9KRY3                          8  0 i64-88o108-137i149-170o182-201i260-283o303-332i353-371o383-400i
Q9KRY4                          6  0 i36-57o90-111i173-190o196-213i283-303o315-338i
Q9KRY5                          0  0 i
Q9KRY8                          0  Y n18-29c37/38o
Q9KRZ0                          0  0 o
Q9KRZ1                          0  0 o
Q9KRZ4                          0  0 o
Q9KRZ6                          0  0 o
Q9KRZ8                          1  Y n9-19c24/25o545-561i
Q9KS03                          1  0 o6-23i
Q9KS04                          0  Y n16-26c31/32o
Q9KS05                          0  0 o
Q9KS06                          0  0 o
Q9KS07                          0  0 o
Q9KS08                          0  Y n13-18c26/27o
Q9KS11                          0  0 i
Q9KS13                          0  0 i
Q9KS17                          0  0 o
Q9KS18                          0  Y n19-34c39/40o
Q9KS20                          1  0 i16-40o
Q9KS21                          1  0 o6-26i
Q9KS23                          1  0 i12-33o
Q9KS25                          1  0 o6-26i
Q9KS26                          6  0 i7-30o50-71i78-100o132-151i163-184o196-217i
Q9KS28                          0  0 o
Q9KS30                          0  Y n7-17c22/23o
Q9KS31                          1  0 o6-24i
Q9KS32                          5  0 i55-77o101-123i144-161o167-188i209-242o
Q9KS38                          1  0 i24-45o
Q9KS39                         11  0 o20-40i61-86o98-119i147-166o186-206i213-230o242-266i308-330o350-373i380-404o410-432i
Q9KS40                          6  0 o6-28i40-65o71-88i121-142o154-174i186-207o
Q9KS41                          0  Y n4-13c18/19o
Q9KS44                          0  0 o
Q9KS47                          2  0 i12-33o226-247i
Q9KS48                          0  0 i
Q9KS49                         13  0 i12-33o58-79i86-105o111-133i145-166o172-194i206-225o237-256i277-300o306-329i341-358o370-391i480-498o
Q9KS52                          0  0 i
Q9KS53                          0  0 o
Q9KS54                          0  0 o
Q9KS56                          0  0 o
Q9KS57                          0  0 o
Q9KS58                          0  0 o
Q9KS60                          0  0 o
Q9KS62                          0  0 o
Q9KS64                          0  0 o
Q9KS65                          2  0 i16-35o41-61i
Q9KS68                         14  0 i12-30o50-70i82-101o107-128i140-162o168-187i199-218o224-244i264-287o299-318i330-348o354-374i395-413o433-458i
Q9KS69                          0  Y n17-24c32/33o
Q9KS70                          0  0 o
Q9KS72                          0  0 i
Q9KS73                          0  0 o
Q9KS74                          0  0 o
Q9KS75                          0  Y n4-14c19/20o
Q9KS76                          0  0 o
Q9KS78                          0  0 o
Q9KS79                          0  0 o
Q9KS80                          0  0 o
Q9KS81                          0  0 o
Q9KS82                          0  0 o
Q9KS84                          1  0 o46-64i
Q9KS85                          0  0 o
Q9KS86                          0  0 o
Q9KS88                          0  0 o
Q9KS89                          1  Y n11-22c26/27o165-189i
Q9KS90                          0  Y n11-22c40/41o
Q9KS91                          0  0 o
Q9KS95                          0  0 o
Q9KS97                          0  Y n5-16c25/26o
Q9KS99                          8  0 i31-52o97-115i122-143o155-182i203-221o233-253i304-321o333-355i
Q9KSA0                          0  0 o
Q9KSA2                          0  0 o
Q9KSA7                          0  Y n14-20c25/26o
Q9KSA8                          0  0 o
Q9KSB3                          0  0 o
Q9KSB5                          0  0 o
Q9KSB6                          9  0 o197-218i225-247o267-287i299-316o322-339i351-370o376-393i405-423o429-452i
Q9KSB7                          0  0 o
Q9KSB8                          0  0 o
Q9KSB9                          0  0 o
Q9KSC3                          0  0 i
Q9KSC4                          0  Y n9-20c24/25o
Q9KSC5                          5  0 i38-60o72-92i104-119o125-143i150-166o
Q9KSC6                         12  0 o20-47i59-80o107-130i142-160o166-183i203-223o262-285i324-348o360-383i395-413o419-449i470-492o
Q9KSC7                          0  0 i
Q9KSC8                          0  Y n16-27c32/33o
Q9KSC9                          0  Y n4-15c20/21o
Q9KSD0                          9  0 o18-40i52-69o75-94i106-130o136-154i184-202o235-255i267-300o312-331i
Q9KSD2                          0  0 o
Q9KSD4                          0  0 o
Q9KSD5                          0  0 o
Q9KSD6                          0  Y n10-25c29/30o
Q9KSD8                          0  0 o
Q9KSE0                          0  0 o
Q9KSE1                          0  0 o
Q9KSE3                         15  0 i21-44o50-67i72-93o113-135i156-173o179-195i202-221o241-267i288-307o313-330i337-355o375-392i399-417o423-442i463-482o
Q9KSE4                          2  0 i12-31o192-214i
Q9KSE6                          9  Y n8-18c25/26o35-57i69-89o95-113i120-140o146-164i171-192o204-224i236-256o262-283i
Q9KSE7                          0  0 o
Q9KSE8                          0  0 o
Q9KSF0                          0  0 o
Q9KSF1                          2  0 o6-25i37-58o
Q9KSF3                          0  0 o
Q9KSF4                          0  0 o
Q9KSF5                         11  0 i22-42o48-66i99-119o139-156i163-183o203-221i242-266o293-318i339-359o365-383i395-416o
Q9KSF8                          1  Y n9-21c26/27o180-201i
Q9KSG2                          1  0 o12-32i
Q9KSG4                          0  0 i
Q9KSG5                          0  0 o
Q9KSG6                          0  0 o
Q9KSH0                          0  0 o
Q9KSH7                         12  0 i39-57o77-97i117-138o175-193i214-238o258-280i292-322o342-362i374-398o428-448i469-491o497-521i
Q9KSH8                          0  0 o
Q9KSH9                          0  0 o
Q9KSI0                          1  Y n7-18c23/24o203-226i
Q9KSI4                          0  0 o
Q9KSI5                          2  0 i30-50o56-74i
Q9KSI6                          0  0 o
Q9KSI9                          0  Y n13-23c32/33o
Q9KSJ0                          0  Y n4-14c18/19o
Q9KSJ1                          0  Y n4-15c20/21o
Q9KSJ2                          0  Y n22-33c45/46o
Q9KSJ4                          0  0 o
Q9KSJ5                         12  0 i7-25o45-62i74-92o98-119i140-158o164-184i210-230o246-266i278-297o303-324i336-357o363-384i
Q9KSJ6                          0  0 o
Q9KSK2                          0  0 o
Q9KSK3                          0  0 o
Q9KSK4                          0  0 o
Q9KSK5                          0  0 i
Q9KSK6                          0  Y n11-18c22/23o
Q9KSK7                          0  0 o
Q9KSK8                          2  0 o13-35i189-210o
Q9KSK9                          0  0 o
Q9KSL0                          0  0 o
Q9KSL3                          0  0 i
Q9KSL5                          0  0 o
Q9KSL6                          0  0 o
Q9KSM1                          9  0 o13-35i47-65o85-109i121-144o199-218i238-258o270-300i382-402o408-428i
Q9KSM3                          4  0 i12-30o36-57i69-88o94-117i
Q9KSM4                          5  Y n3-13c18/19o28-46i55-72o84-117i138-160o200-223i
Q9KSM6                          0  0 o
Q9KSM7                         10  0 o6-26i38-55o61-84i96-113o119-139i151-171o177-195i207-230o236-255i267-289o
Q9KSM9                          0  0 o
Q9KSN1                          0  0 o
Q9KSN2                          0  Y n3-14c22/23o
Q9KSN3                          0  0 i
Q9KSN5                          0  0 i
Q9KSN8                          0  0 o
Q9KSN9                          0  0 o
Q9KSP3                          0  0 o
Q9KSP6                          0  0 o
Q9KSP8                          0  0 o
Q9KSP9                          0  Y n6-16c20/21o
Q9KSQ0                          0  0 o
Q9KSQ5                          0  0 o
Q9KSQ7                          4  0 i12-33o39-60i72-89o95-124i
Q9KSQ9                          0  0 i
Q9KSR0                          0  0 i
Q9KSR1                          2  Y n5-15c20/21o36-53i65-83o
Q9KSR2                          1  Y n18-26c31/32o209-230i
Q9KSR3                          0  0 o
Q9KSR4                          0  0 o
Q9KSR5                          0  0 o
Q9KSR7                          0  0 o
Q9KSR9                          4  0 i12-28o34-54i63-86o98-116i
Q9KSS0                          1  0 i33-52o
Q9KSS2                          0  0 o
Q9KSS3                          0  0 o
Q9KSS8                          0  0 o
Q9KST0                          0  0 o
Q9KST1                          0  Y n4-15c25/26o
Q9KST8                         10  0 i49-71o77-105i117-139o190-207i228-248o254-284i305-321o341-361i373-391o397-418i
Q9KSU1                          0  Y n4-15c20/21o
Q9KSU4                          0  Y n6-17c22/23o
Q9KSU5                          7  0 o6-24i305-327o339-365i377-402o408-425i437-455o467-487i
Q9KSU6                          0  0 o
Q9KSU8                          0  Y n9-20c25/26o
Q9KSU9                          0  0 o
Q9KSV1                          0  0 o
Q9KSV2                          0  Y n4-14c19/20o
Q9KSV3                          0  0 o
Q9KSV4                          0  0 o
Q9KSV5                          9  0 o6-24i36-55o61-83i104-124o130-148i168-188o203-227i248-266o278-300i
Q9KSV6                          0  Y n36-46c51/52o
Q9KSV7                          0  0 o
Q9KSV9                          0  0 o
Q9KSW2                          0  0 o
Q9KSX5                         13  0 o6-25i30-50o70-95i116-136o148-167i174-191o203-223i274-298o318-335i355-373o393-420i432-449o489-522i
Q9KSY1                          0  Y n6-15c20/21o
Q9KSY2                          0  Y n5-16c24/25o
Q9KSY3                          5  0 o12-38i50-71o77-93i105-123o135-153i
Q9KSY4                          0  0 o
Q9KSY5                          0  0 o
Q9KSY6                          0  0 o
Q9KSY7                          0  0 o
Q9KSY8                          0  0 o
Q9KSZ0                          0  0 i
Q9KSZ7                          0  0 o
Q9KSZ9                          0  0 o
Q9KT02                          0  0 o
Q9KT03                          8  0 i12-38o58-84i96-118o143-165i191-212o218-238i247-269o281-298i
Q9KT04                          0  Y n6-17c25/26o
Q9KT05                          0  0 o
Q9KT06                          2  0 i42-61o67-88i
Q9KT10                          0  0 o
Q9KT11                          0  0 o
Q9KT12                          6  0 i40-62o101-122i134-156o162-181i216-245o265-288i
Q9KT13                          6  0 i12-30o100-121i133-161o173-192i232-254o274-300i
Q9KT14                          0  Y n9-19c27/28o
Q9KT15                          0  0 o
Q9KT16                          0  Y n6-17c24/25o
Q9KT18                          0  0 o
Q9KT19                          0  0 o
Q9KT22                          0  0 o
Q9KT23                          0  0 o
Q9KT24                          0  0 o
Q9KT25                          0  0 o
Q9KT27                          0  0 i
Q9KT28                          1  0 o25-44i
Q9KT29                          0  0 o
Q9KT30                          0  Y n6-16c20/21o
Q9KT31                          8  Y n2-11c16/17o32-62i74-91o111-134i146-167o173-194i206-224o230-248i255-274o
Q9KT33                          1  0 o12-32i
Q9KT34                         10  0 i21-40o46-70i82-103o171-193i214-242o248-267i288-308o314-339i351-371o377-399i
Q9KT35                          0  0 o
Q9KT37                          0  0 o
Q9KT38                          1  Y n30-40c45/46o513-532i
Q9KT39                          7  Y n3-14c19/20o29-55i67-85o91-110i122-138o150-179i191-210o222-239i
Q9KT40                          0  0 o
Q9KT41                          0  Y n4-15c20/21o
Q9KT43                          0  Y n5-13c18/19o
Q9KT45                          1  0 o12-31i
Q9KT46                          0  0 o
Q9KT47                          0  0 o
Q9KT48                          0  0 o
Q9KT53                          3  0 o12-44i81-100o106-126i
Q9KT54                          1  0 i12-34o
Q9KT55                          0  0 i
Q9KT60                          0  0 o
Q9KT61                          1  0 i93-113o
Q9KT62                          0  Y n10-20c25/26o
Q9KT63                          0  Y n6-17c25/26o
Q9KT64                          0  0 o
Q9KT66                          0  Y n4-16c21/22o
Q9KT70                          1  0 o25-47i
Q9KT73                          1  0 o6-26i
Q9KT74                          0  0 o
Q9KT75                          0  0 o
Q9KT78                          0  0 o
Q9KT85                          0  0 o
Q9KT94                          0  0 i
Q9KT95                          0  Y n4-15c22/23o
Q9KT96                          0  0 i
Q9KT98                         11  Y n4-16c28/29o52-72i93-113o119-138i150-175o195-215i236-256o262-280i292-313o333-351i363-388o423-440i
Q9KTA0                          4  0 o6-24i31-52o64-87i99-120o
Q9KTA1                          0  Y n9-20c24/25o
Q9KTA5                          1  Y n29-39c46/47o291-312i
Q9KTA7                          0  0 o
Q9KTB0                          0  0 o
Q9KTB1                         11  Y n3-14c18/19o44-62i74-96o108-128i140-162o168-185i197-217o223-239i246-265o271-291i303-327o333-351i
Q9KTB4                          0  0 o
Q9KTC1                          0  0 o
Q9KTC2                          0  Y n10-20c28/29o
Q9KTC3                          0  0 o
Q9KTC4                          1  0 i20-37o
Q9KTC5                          0  0 o
Q9KTC6                          0  Y n6-18c23/24o
Q9KTC7                          3  0 o50-66i71-89o95-112i
Q9KTC9                          0  Y n4-12c17/18o
Q9KTD0                          0  Y n8-15c23/24o
Q9KTD5                          1  0 o15-34i
Q9KTE1                          0  0 o
Q9KTE5                          0  0 o
Q9KTE7                          0  0 i
Q9KTF6                          0  0 o
Q9KTF7                          0  0 o
Q9KTG0                          0  Y n13-24c29/30o
Q9KTG2                          6  0 i9-27o47-68i75-97o103-122i129-145o157-185i
Q9KTG3                          3  Y n17-27c32/33o56-74i83-103o115-136i
Q9KTG4                          1  0 i7-25o
Q9KTG6                          0  Y n5-15c21/22o
Q9KTG7                          0  Y n6-17c27/28o
Q9KTG8                          5  0 i17-35o41-60i80-99o111-135i280-301o
Q9KTG9                          0  Y n4-15c22/23o
Q9KTH0                          0  0 o
Q9KTH1                         11  Y n8-19c26/27o36-56i63-80o92-113i125-143o163-186i207-227o233-252i259-278o352-372i384-402o408-428i
Q9KTH2                          0  Y n6-17c22/23o
Q9KTH3                          1  0 i12-30o
Q9KTH4                          0  Y n16-24c30/31o
Q9KTH5                          0  0 i
Q9KTH6                          0  0 o
Q9KTH7                          1  0 o61-81i
Q9KTH8                          0  0 o
Q9KTH9                          0  0 o
Q9KTI0                         12  0 i7-25o45-64i76-93o99-121i128-149o169-188i195-225o245-265i300-318o324-345i357-374o380-396i
Q9KTI1                         13  0 o6-25i37-56o76-101i141-160o166-185i197-214o234-257i277-295o315-334i346-365o371-393i405-421o427-453i
Q9KTI2                          0  Y n4-11c16/17o
Q9KTI3                          1  0 o20-40i
Q9KTI4                          0  Y n5-15c22/23o
Q9KTI6                          0  Y n6-17c22/23o
Q9KTI7                          0  Y n3-14c22/23o
Q9KTI8                         12  0 i12-34o334-353i360-380o386-411i431-451o463-485i524-543o853-872i879-899o905-926i954-974o980-1001i
Q9KTI9                          0  Y n5-15c23/24o
Q9KTJ0                          0  0 i
Q9KTJ3                          0  0 o
Q9KTJ8                          0  0 o
Q9KTK1                          1  Y n6-14c19/20o487-503i
Q9KTK5                          3  Y n6-20c24/25o48-65i77-95o101-125i
Q9KTK6                          0  0 o
Q9KTK7                          2  0 i12-32o38-55i
Q9KTK9                          1  0 o16-38i
Q9KTL0                          4  0 i7-26o32-50i145-166o178-198i
Q9KTL2                          0  0 o
Q9KTL5                          0  0 o
Q9KTL6                          0  0 o
Q9KTL7                          0  Y n5-19c24/25o
Q9KTL8                          0  0 o
Q9KTL9                          0  0 i
Q9KTM0                          0  0 o
Q9KTM1                          0  0 o
Q9KTM2                         14  0 i41-61o104-123i135-156o162-179i186-206o233-251i286-308o328-346i367-386o406-426i433-451o463-482i489-507o513-532i
Q9KTM5                          0  0 o
Q9KTM8                          0  Y n10-21c26/27o
Q9KTM9                          1  0 o33-51i
Q9KTN0                          0  0 o
Q9KTN1                          0  0 o
Q9KTN3                          0  0 i
Q9KTN4                          0  0 o
Q9KTN6                          0  0 i
Q9KTN8                         12  0 o35-57i78-104o130-157i169-188o217-236i270-290o310-332i353-372o392-412i419-437o449-468i489-511o
Q9KTN9                          0  Y n15-25c32/33o
Q9KTP0                          1  0 o6-28i
Q9KTP1                          1  0 i12-32o
Q9KTP2                          1  0 o20-40i
Q9KTP4                          1  0 i21-42o
Q9KTQ7                          2  0 i7-27o276-298i
Q9KTR7                          0  Y n5-13c18/19o
Q9KTR8                          0  0 o
Q9KTS1                          0  0 o
Q9KTS2                          0  0 o
Q9KTS3                          0  0 o
Q9KTS4                          0  0 o
Q9KTS5                          0  0 o
Q9KTS6                          0  0 o
Q9KTS7                          0  0 o
Q9KTS8                          2  Y n6-14c22/23o32-50i149-170o
Q9KTS9                          0  0 o
Q9KTT0                          0  Y n3-14c18/19o
Q9KTT1                          6  0 i7-23o35-53i60-78o90-111i145-165o185-209i
Q9KTT2                          0  0 o
Q9KTT3                          0  0 o
Q9KTT4                          0  0 o
Q9KTT5                          0  0 o
Q9KTT6                          0  0 o
Q9KTU3                         11  0 i25-45o51-68i80-98o118-134i146-170o210-235i270-288o300-319i339-360o366-389i427-447o
Q9KTU7                          0  0 o
Q9KTU8                          0  0 i
Q9KTU9                          0  0 o
Q9KTV0                          0  0 o
Q9KTV2                          0  Y n4-12c19/20o
Q9KTV3                         11  0 o12-35i56-84o90-107i139-160o180-205i217-238o244-267i304-325o367-386i398-419o425-450i
Q9KTV5                          0  0 o
Q9KTV6                          0  0 o
Q9KTV9                          0  0 o
Q9KTW5                          0  0 o
Q9KTW6                          0  0 o
Q9KTW9                          1  0 i24-42o
Q9KTX2                          1  0 i158-178o
Q9KTX6                          0  0 o
Q9KTY8                          1  0 o20-38i
Q9KTZ0                          0  0 o
Q9KTZ2                          0  0 o
Q9KTZ3                          0  0 o
Q9KTZ5                          0  0 o
Q9KTZ7                          0  0 o
Q9KTZ8                          0  0 o
Q9KU01                          0  0 o
Q9KU06                          8  0 i21-46o436-459i471-491o497-520i532-553o582-606i627-647o698-720i
Q9KU13                          0  0 o
Q9KU14                          0  0 o
Q9KU15                          0  0 o
Q9KU16                          0  0 o
Q9KU17                          0  0 o
Q9KU19                          0  0 o
Q9KU22                          0  0 i
Q9KU23                          0  0 o
Q9KU30                          0  0 i
Q9KU32                          0  Y n5-16c20/21o
Q9KU40                         13  0 o6-26i33-53o59-79i91-114o120-140i152-175o187-209i221-237o243-259i271-287o293-310i331-351o363-381i
Q9KU41                          0  Y n5-16c21/22o
Q9KU42                         11  Y n2-12c19/20o80-98i126-148o160-178i190-211o235-253i273-297o317-342i370-391o397-415i422-440o452-470i
Q9KU43                          0  0 o
Q9KU51                          8  0 o6-39i51-70o82-101i108-128o140-167i179-202o214-234i246-263o
Q9KU54                          0  0 i
Q9KU55                          0  0 o
Q9KU57                          0  0 o
Q9KU58                          0  0 o
Q9KU67                          0  0 o
Q9KU68                          0  0 o
Q9KU70                          0  0 o
Q9KU74                          0  0 o
Q9KU88                          0  0 i
Q9KU91                          0  Y n14-25c30/31o
Q9KU94                         12  0 i49-67o373-390i395-414o420-444i465-485o497-519i567-585o887-907i914-934o940-966i987-1006o1026-1055i
Q9KU95                          1  0 i20-36o
Q9KU98                          1  0 i32-50o
Q9KU99                          8  0 i12-29o35-53i65-88o159-181i216-237o243-265i277-294o314-347i
Q9KUA2                          1  0 o104-121i
Q9KUA3                          0  Y n8-19c27/28o
Q9KUA4                          6  0 i9-29o98-124i145-166o189-210i267-286o298-319i
Q9KUA5                          5  Y n16-26c30/31o105-131i138-162o168-186i217-238o277-298i
Q9KUA6                          0  0 o
Q9KUA7                          0  0 o
Q9KUA8                          0  0 o
Q9KUB1                          0  0 o
Q9KUB2                          0  0 o
Q9KUB3                          0  0 o
Q9KUB4                         11  Y n10-21c25/26o49-76i88-109o138-157i194-217o237-254i285-308o328-351i371-389o409-432i469-494o514-533i
Q9KUB5                          0  Y n19-30c36/37o
Q9KUB6                          0  0 o
Q9KUB7                          0  0 o
Q9KUB9                          0  Y n6-17c22/23o
Q9KUC1                          0  0 o
Q9KUC2                          0  Y n13-21c25/26o
Q9KUC3                          0  0 i
Q9KUC4                          1  0 i9-31o
Q9KUC5                          0  0 o
Q9KUD3                          0  0 o
Q9KUD4                          0  0 o
Q9KUD5                         12  0 i15-38o44-64i71-87o93-111i123-145o165-187i194-212o239-264i284-306o318-335i342-361o373-402i
