# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q9KV04	SP(Sec/SPI)	0.990210	0.009790	CS pos: 20-21. VGC-QK. Pr: 0.5435
Q9KV08	SP(Sec/SPI)	0.772293	0.227707	CS pos: 26-27. PEG-ER. Pr: 0.2446
Q9KV09	OTHER	0.003207	0.996793	
Q9KV10	OTHER	0.001757	0.998243	
Q9KV13	OTHER	0.001935	0.998065	
Q9KV14	SP(Sec/SPI)	0.774257	0.225743	CS pos: 34-35. TWA-NV. Pr: 0.7221
Q9KV17	OTHER	0.001210	0.998790	
Q9KV31	OTHER	0.002067	0.997933	
Q9KV32	OTHER	0.000523	0.999477	
Q9KV33	OTHER	0.000648	0.999352	
Q9KV34	OTHER	0.002137	0.997863	
Q9KV35	OTHER	0.000655	0.999345	
Q9KV36	OTHER	0.003836	0.996164	
Q9KV38	OTHER	0.000995	0.999005	
Q9KV51	OTHER	0.000778	0.999222	
Q9KV53	OTHER	0.000757	0.999243	
Q9KV54	OTHER	0.014853	0.985147	
Q9KV61	OTHER	0.001412	0.998588	
Q9KV62	OTHER	0.001544	0.998456	
Q9KV64	OTHER	0.001241	0.998759	
Q9KV69	OTHER	0.002898	0.997102	
Q9KV70	OTHER	0.032777	0.967223	
Q9KV72	OTHER	0.030780	0.969220	
Q9KV74	OTHER	0.005492	0.994508	
Q9KV75	OTHER	0.011434	0.988566	
Q9KV76	OTHER	0.007603	0.992397	
Q9KV83	OTHER	0.000636	0.999364	
Q9KV87	OTHER	0.210755	0.789245	
Q9KV91	OTHER	0.000502	0.999498	
Q9KVA7	OTHER	0.062541	0.937459	
Q9KVB0	OTHER	0.027519	0.972481	
Q9KVC7	OTHER	0.000783	0.999217	
Q9KVC8	OTHER	0.000406	0.999594	
Q9KVC9	OTHER	0.000412	0.999588	
Q9KVE2	OTHER	0.001347	0.998653	
Q9KVE5	SP(Sec/SPI)	0.578931	0.421069	CS pos: 22-23. LLG-GS. Pr: 0.1927
Q9KVF8	OTHER	0.001311	0.998689	
Q9KVG9	OTHER	0.000786	0.999214	
Q9KVI3	OTHER	0.000329	0.999671	
Q9KVI7	OTHER	0.000985	0.999015	
Q9KVI8	SP(Sec/SPI)	0.964547	0.035453	CS pos: 23-24. ALA-QP. Pr: 0.5776
Q9KVI9	SP(Sec/SPI)	0.952229	0.047771	CS pos: 22-23. LHA-NE. Pr: 0.7839
Q9KVJ4	OTHER	0.002358	0.997642	
Q9KVJ5	OTHER	0.000669	0.999331	
Q9KVJ7	OTHER	0.001513	0.998487	
Q9KVK7	SP(Sec/SPI)	0.607948	0.392052	CS pos: 23-24. GSG-TV. Pr: 0.2125
Q9KVL8	OTHER	0.000466	0.999534	
Q9KVM2	OTHER	0.002167	0.997833	
Q9KVM7	OTHER	0.000230	0.999770	
Q9KVM9	SP(Sec/SPI)	0.808555	0.191445	CS pos: 36-37. VWA-QG. Pr: 0.5451
Q9KVN0	OTHER	0.000447	0.999553	
Q9KVN3	OTHER	0.000482	0.999518	
Q9KVN6	OTHER	0.000341	0.999659	
Q9KVP1	OTHER	0.001082	0.998918	
Q9KVP4	SP(Sec/SPI)	0.983990	0.016010	CS pos: 23-24. SHA-EE. Pr: 0.9182
Q9KVP6	OTHER	0.040420	0.959580	
Q9KVP7	OTHER	0.037301	0.962699	
Q9KVP8	OTHER	0.034716	0.965284	
Q9KVQ2	SP(Sec/SPI)	0.990777	0.009223	CS pos: 22-23. AFA-AS. Pr: 0.7504
Q9KVQ3	OTHER	0.000725	0.999275	
Q9KVQ5	OTHER	0.067564	0.932436	
Q9KVQ7	OTHER	0.010936	0.989064	
Q9KVR1	OTHER	0.001068	0.998932	
Q9KVR6	OTHER	0.001614	0.998386	
Q9KVS0	OTHER	0.358391	0.641609	
Q9KVS6	OTHER	0.001047	0.998953	
Q9KVS9	OTHER	0.304115	0.695885	
Q9KVT7	OTHER	0.001575	0.998425	
Q9KVU3	OTHER	0.001220	0.998780	
Q9KVU4	OTHER	0.001300	0.998700	
Q9KVU7	OTHER	0.013083	0.986917	
Q9KVV7	OTHER	0.005959	0.994041	
Q9KVW1	OTHER	0.000966	0.999034	
Q9KVW4	OTHER	0.000702	0.999298	
Q9KVW6	OTHER	0.008660	0.991340	
Q9KVW7	OTHER	0.028160	0.971840	
Q9KVW8	OTHER	0.000322	0.999678	
Q9KVX4	OTHER	0.000630	0.999370	
Q9KVY1	OTHER	0.001175	0.998825	
Q9KVY2	OTHER	0.000568	0.999432	
Q9KVY3	OTHER	0.096890	0.903110	
Q9KVY6	OTHER	0.009151	0.990849	
Q9X4G9	OTHER	0.000317	0.999683	
Q9X4Q9	OTHER	0.000261	0.999739	
Q9ZHV9	OTHER	0.012165	0.987835	
B1B1N2	SP(Sec/SPI)	0.704749	0.295251	CS pos: 30-31. GCA-RQ. Pr: 0.1974
H9L4N7	OTHER	0.029190	0.970810	
H9L4N8	OTHER	0.068669	0.931331	
H9L4P0	OTHER	0.121449	0.878551	
H9L4P1	OTHER	0.149853	0.850147	
H9L4P2	SP(Sec/SPI)	0.561695	0.438305	CS pos: 19-20. VAG-FI. Pr: 0.2327
H9L4P3	OTHER	0.018114	0.981886	
H9L4P4	OTHER	0.000226	0.999774	
H9L4P5	OTHER	0.000971	0.999029	
H9L4P7	OTHER	0.002301	0.997699	
H9L4P8	OTHER	0.002345	0.997655	
H9L4P9	OTHER	0.003824	0.996176	
H9L4Q0	OTHER	0.001023	0.998977	
H9L4Q1	OTHER	0.001013	0.998987	
H9L4Q2	OTHER	0.002270	0.997730	
H9L4Q3	OTHER	0.002627	0.997373	
H9L4Q4	OTHER	0.000993	0.999007	
H9L4Q5	OTHER	0.196333	0.803667	
H9L4Q8	OTHER	0.010945	0.989055	
H9L4R0	OTHER	0.002912	0.997088	
H9L4R1	OTHER	0.105383	0.894617	
H9L4R2	SP(Sec/SPI)	0.995922	0.004078	CS pos: 18-19. AHA-AS. Pr: 0.8565
H9L4R3	OTHER	0.000452	0.999548	
H9L4R4	OTHER	0.001385	0.998615	
H9L4R5	OTHER	0.000991	0.999009	
H9L4R6	SP(Sec/SPI)	0.993632	0.006368	CS pos: 19-20. AYS-AI. Pr: 0.8286
H9L4R9	SP(Sec/SPI)	0.998641	0.001359	CS pos: 21-22. AVA-EV. Pr: 0.7422
H9L4S0	SP(Sec/SPI)	0.768248	0.231752	CS pos: 24-25. AKA-DP. Pr: 0.6945
H9L4S1	OTHER	0.004770	0.995230	
H9L4S2	OTHER	0.001726	0.998274	
H9L4S4	SP(Sec/SPI)	0.766313	0.233687	CS pos: 19-20. SLA-ST. Pr: 0.6625
H9L4S5	SP(Sec/SPI)	0.996022	0.003978	CS pos: 18-19. ANA-AP. Pr: 0.9554
H9L4S6	SP(Sec/SPI)	0.920090	0.079910	CS pos: 28-29. VSA-QQ. Pr: 0.8506
H9L4S7	SP(Sec/SPI)	0.989988	0.010012	CS pos: 21-22. VSA-NL. Pr: 0.9207
H9L4S8	OTHER	0.000733	0.999267	
H9L4T1	OTHER	0.000831	0.999169	
H9L4T2	SP(Sec/SPI)	0.995960	0.004040	CS pos: 18-19. SYA-GE. Pr: 0.9135
H9L4T3	OTHER	0.010276	0.989724	
H9L4T4	OTHER	0.001728	0.998272	
H9L4T5	OTHER	0.000760	0.999240	
H9L4T6	OTHER	0.000446	0.999554	
P0C6D4	OTHER	0.000636	0.999364	
P0C6P8	OTHER	0.000389	0.999611	
P24550	OTHER	0.000597	0.999403	
P38443	SP(Sec/SPI)	0.999697	0.000303	CS pos: 19-20. VTA-SA. Pr: 0.5339
Q7DCR7	OTHER	0.000711	0.999289	
Q7DCS6	OTHER	0.000432	0.999568	
Q9K2H5	OTHER	0.008839	0.991161	
Q9K2I8	OTHER	0.002163	0.997837	
Q9K2J6	OTHER	0.000675	0.999325	
Q9K2K9	OTHER	0.000712	0.999288	
Q9K2L0	OTHER	0.013385	0.986615	
Q9K2L1	OTHER	0.123797	0.876203	
Q9K2L3	OTHER	0.001659	0.998341	
Q9K2M1	OTHER	0.001563	0.998437	
Q9K2M2	OTHER	0.000383	0.999617	
Q9K2M8	OTHER	0.001094	0.998906	
Q9K2P2	OTHER	0.001535	0.998465	
Q9K2P7	OTHER	0.001024	0.998976	
Q9K2Q6	OTHER	0.001061	0.998939	
Q9K2Q7	OTHER	0.004649	0.995351	
Q9K2R8	OTHER	0.003006	0.996994	
Q9K2S3	OTHER	0.013330	0.986670	
Q9K2Y7	OTHER	0.001258	0.998742	
Q9K315	OTHER	0.000417	0.999583	
Q9K323	SP(Sec/SPI)	0.702801	0.297199	CS pos: 33-34. ALA-AA. Pr: 0.4094
Q9K330	OTHER	0.001325	0.998675	
Q9K344	OTHER	0.001182	0.998818	
Q9K391	OTHER	0.000383	0.999617	
Q9K394	OTHER	0.001225	0.998775	
Q9K3B0	OTHER	0.003406	0.996594	
Q9K3B3	OTHER	0.000618	0.999382	
Q9K3D3	OTHER	0.002723	0.997277	
Q9K3D4	OTHER	0.001046	0.998954	
Q9K3D5	OTHER	0.000376	0.999624	
Q9KKJ2	OTHER	0.002295	0.997705	
Q9KKJ3	OTHER	0.000794	0.999206	
Q9KKJ6	OTHER	0.006049	0.993951	
Q9KKJ7	OTHER	0.001906	0.998094	
Q9KKJ8	SP(Sec/SPI)	0.507410	0.492590	CS pos: 31-32. SYA-IT. Pr: 0.2724
Q9KKJ9	OTHER	0.003480	0.996520	
Q9KKK0	OTHER	0.001345	0.998655	
Q9KKK1	OTHER	0.011033	0.988967	
Q9KKK3	OTHER	0.018999	0.981001	
Q9KKK4	OTHER	0.101044	0.898956	
Q9KKK5	OTHER	0.033025	0.966975	
Q9KKK6	OTHER	0.081612	0.918388	
Q9KKK7	SP(Sec/SPI)	0.581688	0.418312	CS pos: 25-26. AHV-QE. Pr: 0.3536
Q9KKK8	OTHER	0.000850	0.999150	
Q9KKL0	OTHER	0.001913	0.998087	
Q9KKL1	OTHER	0.000764	0.999236	
Q9KKL2	OTHER	0.000633	0.999367	
Q9KKL6	OTHER	0.000510	0.999490	
Q9KKL7	OTHER	0.000786	0.999214	
Q9KKL8	OTHER	0.000519	0.999481	
Q9KKM0	OTHER	0.000479	0.999521	
Q9KKM1	OTHER	0.220776	0.779224	
Q9KKM2	SP(Sec/SPI)	0.988227	0.011773	CS pos: 19-20. SLA-LT. Pr: 0.7100
Q9KKM5	OTHER	0.035700	0.964300	
Q9KKM6	SP(Sec/SPI)	0.993760	0.006240	CS pos: 23-24. VLA-EE. Pr: 0.6806
Q9KKM7	OTHER	0.000928	0.999072	
Q9KKM8	SP(Sec/SPI)	0.858367	0.141633	CS pos: 35-36. VYA-EE. Pr: 0.5299
Q9KKM9	OTHER	0.000850	0.999150	
Q9KKN0	OTHER	0.002126	0.997874	
Q9KKN2	OTHER	0.000588	0.999412	
Q9KKN4	OTHER	0.000670	0.999330	
Q9KKN6	OTHER	0.021363	0.978637	
Q9KKN8	OTHER	0.004741	0.995259	
Q9KKP1	OTHER	0.008653	0.991347	
Q9KKP4	OTHER	0.003424	0.996576	
Q9KKP5	OTHER	0.010848	0.989152	
Q9KKP6	OTHER	0.058034	0.941966	
Q9KKP7	OTHER	0.001965	0.998035	
Q9KKP8	OTHER	0.284669	0.715331	
Q9KKP9	OTHER	0.002847	0.997153	
Q9KKQ0	OTHER	0.128584	0.871416	
Q9KKQ1	OTHER	0.003213	0.996787	
Q9KKQ2	OTHER	0.046585	0.953415	
Q9KKQ3	SP(Sec/SPI)	0.852967	0.147033	CS pos: 29-30. SLA-AL. Pr: 0.5014
Q9KKQ4	OTHER	0.016636	0.983364	
Q9KKQ5	OTHER	0.000425	0.999575	
Q9KKQ8	OTHER	0.000850	0.999150	
Q9KKQ9	OTHER	0.000270	0.999730	
Q9KKR0	OTHER	0.001955	0.998045	
Q9KKR1	OTHER	0.000927	0.999073	
Q9KKR3	SP(Sec/SPI)	0.900979	0.099021	CS pos: 31-32. AVA-SD. Pr: 0.6426
Q9KKR5	OTHER	0.001251	0.998749	
Q9KKR6	OTHER	0.000444	0.999556	
Q9KKR7	OTHER	0.006229	0.993771	
Q9KKR9	SP(Sec/SPI)	0.973980	0.026020	CS pos: 20-21. AMG-AP. Pr: 0.8944
Q9KKS0	OTHER	0.000509	0.999491	
Q9KKS1	OTHER	0.016532	0.983468	
Q9KKS3	SP(Sec/SPI)	0.971101	0.028899	CS pos: 19-20. CQS-TA. Pr: 0.4864
Q9KKS4	OTHER	0.003722	0.996278	
Q9KKS6	OTHER	0.001763	0.998237	
Q9KKS7	OTHER	0.002853	0.997147	
Q9KKS8	OTHER	0.000444	0.999556	
Q9KKS9	OTHER	0.000377	0.999623	
Q9KKT0	OTHER	0.000842	0.999158	
Q9KKT1	OTHER	0.113011	0.886989	
Q9KKT4	SP(Sec/SPI)	0.967866	0.032134	CS pos: 23-24. CFQ-EE. Pr: 0.5432
Q9KKT6	OTHER	0.029403	0.970597	
Q9KKT7	OTHER	0.051206	0.948794	
Q9KKT8	OTHER	0.001431	0.998569	
Q9KKT9	OTHER	0.003110	0.996890	
Q9KKU1	OTHER	0.027264	0.972736	
Q9KKU2	SP(Sec/SPI)	0.994998	0.005002	CS pos: 21-22. TLA-AT. Pr: 0.8608
Q9KKU3	OTHER	0.007408	0.992592	
Q9KKU4	OTHER	0.004481	0.995519	
Q9KKU5	OTHER	0.000459	0.999541	
Q9KKU6	OTHER	0.000748	0.999252	
Q9KKU7	OTHER	0.046701	0.953299	
Q9KKU8	OTHER	0.011066	0.988934	
Q9KKU9	OTHER	0.001166	0.998834	
Q9KKV0	OTHER	0.039522	0.960478	
Q9KKV1	OTHER	0.000805	0.999195	
Q9KKV2	OTHER	0.001407	0.998593	
Q9KKV3	OTHER	0.001506	0.998494	
Q9KKV4	OTHER	0.001136	0.998864	
Q9KKV5	OTHER	0.003856	0.996144	
Q9KKV6	OTHER	0.001481	0.998519	
Q9KKV7	OTHER	0.000806	0.999194	
Q9KKV8	OTHER	0.002729	0.997271	
Q9KKV9	OTHER	0.028336	0.971664	
Q9KKW0	OTHER	0.005791	0.994209	
Q9KKW1	OTHER	0.151617	0.848383	
Q9KKW2	OTHER	0.001505	0.998495	
Q9KKW5	OTHER	0.001836	0.998164	
Q9KKW8	OTHER	0.004493	0.995507	
Q9KKW9	SP(Sec/SPI)	0.995814	0.004186	CS pos: 24-25. VKA-DT. Pr: 0.8605
Q9KKX0	OTHER	0.059246	0.940754	
Q9KKX1	OTHER	0.000535	0.999465	
Q9KKX2	SP(Sec/SPI)	0.996441	0.003559	CS pos: 20-21. AWA-QT. Pr: 0.8016
Q9KKX3	OTHER	0.001192	0.998808	
Q9KKX4	OTHER	0.003691	0.996309	
Q9KKX6	OTHER	0.000993	0.999007	
Q9KKX7	OTHER	0.000822	0.999178	
Q9KKX8	OTHER	0.000493	0.999507	
Q9KKX9	OTHER	0.043688	0.956312	
Q9KKY2	OTHER	0.452479	0.547521	
Q9KKY3	OTHER	0.011533	0.988467	
Q9KKY4	OTHER	0.000575	0.999425	
Q9KKY5	OTHER	0.000319	0.999681	
Q9KKY6	OTHER	0.258020	0.741980	
Q9KKY7	OTHER	0.049280	0.950720	
Q9KKY8	SP(Sec/SPI)	0.898101	0.101899	CS pos: 26-27. SYA-QT. Pr: 0.7417
Q9KKY9	OTHER	0.004962	0.995038	
Q9KKZ0	OTHER	0.478561	0.521439	
Q9KKZ1	OTHER	0.001781	0.998219	
Q9KKZ2	OTHER	0.000521	0.999479	
Q9KKZ3	OTHER	0.000395	0.999605	
Q9KKZ5	OTHER	0.000437	0.999563	
Q9KKZ6	OTHER	0.018674	0.981326	
Q9KKZ9	OTHER	0.001352	0.998648	
Q9KL00	OTHER	0.214515	0.785485	
Q9KL01	OTHER	0.002455	0.997545	
Q9KL02	OTHER	0.004700	0.995300	
Q9KL08	OTHER	0.017382	0.982618	
Q9KL09	OTHER	0.001424	0.998576	
Q9KL10	OTHER	0.001283	0.998717	
Q9KL12	OTHER	0.000592	0.999408	
Q9KL14	OTHER	0.014065	0.985935	
Q9KL15	OTHER	0.011867	0.988133	
Q9KL17	OTHER	0.062585	0.937415	
Q9KL19	OTHER	0.155360	0.844640	
Q9KL21	SP(Sec/SPI)	0.999598	0.000402	CS pos: 18-19. ASA-DP. Pr: 0.9707
Q9KL22	OTHER	0.001549	0.998451	
Q9KL23	OTHER	0.002682	0.997318	
Q9KL25	OTHER	0.003231	0.996769	
Q9KL27	OTHER	0.000645	0.999355	
Q9KL28	OTHER	0.001185	0.998815	
Q9KL29	SP(Sec/SPI)	0.986363	0.013637	CS pos: 21-22. AMA-LD. Pr: 0.6098
Q9KL30	OTHER	0.000744	0.999256	
Q9KL31	OTHER	0.006984	0.993016	
Q9KL32	OTHER	0.000691	0.999309	
Q9KL33	OTHER	0.013664	0.986336	
Q9KL35	OTHER	0.058607	0.941393	
Q9KL36	SP(Sec/SPI)	0.966706	0.033294	CS pos: 21-22. SFA-QE. Pr: 0.8470
Q9KL39	OTHER	0.002490	0.997510	
Q9KL42	OTHER	0.313609	0.686391	
Q9KL43	OTHER	0.002104	0.997896	
Q9KL44	OTHER	0.108301	0.891699	
Q9KL45	OTHER	0.002051	0.997949	
Q9KL46	SP(Sec/SPI)	0.910704	0.089296	CS pos: 19-20. CAT-KL. Pr: 0.4243
Q9KL47	OTHER	0.009959	0.990041	
Q9KL48	OTHER	0.246676	0.753324	
Q9KL49	OTHER	0.004594	0.995406	
Q9KL53	OTHER	0.000251	0.999749	
Q9KL55	OTHER	0.091952	0.908048	
Q9KL56	OTHER	0.167314	0.832686	
Q9KL57	OTHER	0.003205	0.996795	
Q9KL58	OTHER	0.002230	0.997770	
Q9KL59	OTHER	0.044280	0.955720	
Q9KL60	OTHER	0.001475	0.998525	
Q9KL63	OTHER	0.018032	0.981968	
Q9KL64	OTHER	0.011273	0.988727	
Q9KL65	OTHER	0.001014	0.998986	
Q9KL66	OTHER	0.117566	0.882434	
Q9KL67	OTHER	0.280178	0.719822	
Q9KL68	OTHER	0.205260	0.794740	
Q9KL69	OTHER	0.002607	0.997393	
Q9KL70	SP(Sec/SPI)	0.881741	0.118259	CS pos: 33-34. AQA-CT. Pr: 0.7575
Q9KL71	OTHER	0.000321	0.999679	
Q9KL73	OTHER	0.000570	0.999430	
Q9KL74	OTHER	0.177037	0.822963	
Q9KL77	SP(Sec/SPI)	0.979578	0.020422	CS pos: 25-26. AHS-AD. Pr: 0.7833
Q9KL78	OTHER	0.017750	0.982250	
Q9KL79	OTHER	0.000524	0.999476	
Q9KL81	OTHER	0.116627	0.883373	
Q9KL82	OTHER	0.003402	0.996598	
Q9KL85	OTHER	0.006606	0.993394	
Q9KL87	OTHER	0.001179	0.998821	
Q9KL88	OTHER	0.000581	0.999419	
Q9KL89	OTHER	0.008404	0.991596	
Q9KL90	SP(Sec/SPI)	0.927183	0.072817	CS pos: 27-28. VFA-LP. Pr: 0.8172
Q9KL92	OTHER	0.095123	0.904877	
Q9KL93	SP(Sec/SPI)	0.995883	0.004117	CS pos: 20-21. SFA-VE. Pr: 0.9667
Q9KL94	SP(Sec/SPI)	0.965002	0.034998	CS pos: 20-21. AWT-QE. Pr: 0.9312
Q9KL95	OTHER	0.009427	0.990573	
Q9KL97	OTHER	0.008457	0.991543	
Q9KL99	OTHER	0.001182	0.998818	
Q9KLA0	SP(Sec/SPI)	0.532241	0.467759	CS pos: 25-26. SLA-MV. Pr: 0.2811
Q9KLA1	OTHER	0.000344	0.999656	
Q9KLA2	OTHER	0.018011	0.981989	
Q9KLA4	OTHER	0.015126	0.984874	
Q9KLA5	OTHER	0.006874	0.993126	
Q9KLA6	OTHER	0.008033	0.991967	
Q9KLA7	OTHER	0.004276	0.995724	
Q9KLA8	OTHER	0.001280	0.998720	
Q9KLB0	OTHER	0.000752	0.999248	
Q9KLB1	OTHER	0.004332	0.995668	
Q9KLB3	OTHER	0.001905	0.998095	
Q9KLB4	OTHER	0.001693	0.998307	
Q9KLB5	OTHER	0.330065	0.669935	
Q9KLB6	OTHER	0.004107	0.995893	
Q9KLB7	OTHER	0.001193	0.998807	
Q9KLC0	OTHER	0.022294	0.977706	
Q9KLC5	OTHER	0.004681	0.995319	
Q9KLC8	OTHER	0.000256	0.999744	
Q9KLD0	OTHER	0.008944	0.991056	
Q9KLD3	SP(Sec/SPI)	0.995695	0.004305	CS pos: 18-19. ANA-ED. Pr: 0.9018
Q9KLD4	SP(Sec/SPI)	0.989078	0.010922	CS pos: 23-24. SYA-QS. Pr: 0.7958
Q9KLD6	OTHER	0.002367	0.997633	
Q9KLD7	OTHER	0.002822	0.997178	
Q9KLD8	OTHER	0.001093	0.998907	
Q9KLE0	OTHER	0.000525	0.999475	
Q9KLE6	SP(Sec/SPI)	0.975299	0.024701	CS pos: 20-21. SGC-DR. Pr: 0.5064
Q9KLE7	OTHER	0.002247	0.997753	
Q9KLE8	OTHER	0.000512	0.999488	
Q9KLE9	OTHER	0.000500	0.999500	
Q9KLF0	OTHER	0.007207	0.992793	
Q9KLF1	OTHER	0.000717	0.999283	
Q9KLF2	OTHER	0.001603	0.998397	
Q9KLF3	OTHER	0.000942	0.999058	
Q9KLF5	OTHER	0.029740	0.970260	
Q9KLF6	OTHER	0.000464	0.999536	
Q9KLF7	OTHER	0.078490	0.921510	
Q9KLF8	OTHER	0.000992	0.999008	
Q9KLF9	OTHER	0.002242	0.997758	
Q9KLG1	OTHER	0.210203	0.789797	
Q9KLG2	OTHER	0.001434	0.998566	
Q9KLG3	OTHER	0.010191	0.989809	
Q9KLG5	OTHER	0.006329	0.993671	
Q9KLG6	OTHER	0.007373	0.992627	
Q9KLG7	OTHER	0.000751	0.999249	
Q9KLG9	OTHER	0.000452	0.999548	
Q9KLH1	OTHER	0.011955	0.988045	
Q9KLH3	OTHER	0.006628	0.993372	
Q9KLH4	OTHER	0.002176	0.997824	
Q9KLH5	OTHER	0.024242	0.975758	
Q9KLH6	OTHER	0.001758	0.998242	
Q9KLH7	OTHER	0.001440	0.998560	
Q9KLH8	OTHER	0.002452	0.997548	
Q9KLH9	OTHER	0.002242	0.997758	
Q9KLI0	OTHER	0.000796	0.999204	
Q9KLI1	OTHER	0.001673	0.998327	
Q9KLI2	OTHER	0.003762	0.996238	
Q9KLI3	OTHER	0.006869	0.993131	
Q9KLI5	SP(Sec/SPI)	0.998169	0.001831	CS pos: 19-20. AAA-QQ. Pr: 0.4834
Q9KLI8	OTHER	0.001471	0.998529	
Q9KLI9	OTHER	0.000668	0.999332	
Q9KLJ0	OTHER	0.000587	0.999413	
Q9KLJ1	OTHER	0.009125	0.990875	
Q9KLJ4	OTHER	0.012530	0.987470	
Q9KLJ5	OTHER	0.004361	0.995639	
Q9KLJ8	OTHER	0.000877	0.999123	
Q9KLK0	OTHER	0.007334	0.992666	
Q9KLK1	OTHER	0.002339	0.997661	
Q9KLK3	OTHER	0.001654	0.998346	
Q9KLK4	OTHER	0.004270	0.995730	
Q9KLK5	OTHER	0.003876	0.996124	
Q9KLK8	OTHER	0.002045	0.997955	
Q9KLK9	SP(Sec/SPI)	0.909759	0.090241	CS pos: 28-29. ALA-NN. Pr: 0.8782
Q9KLL0	OTHER	0.032398	0.967602	
Q9KLL1	SP(Sec/SPI)	0.990352	0.009648	CS pos: 21-22. VIA-AD. Pr: 0.7604
Q9KLL2	SP(Sec/SPI)	0.936170	0.063830	CS pos: 21-22. AFA-KI. Pr: 0.7469
Q9KLL3	OTHER	0.003063	0.996937	
Q9KLL4	OTHER	0.000868	0.999132	
Q9KLL5	OTHER	0.000972	0.999028	
Q9KLM0	OTHER	0.004003	0.995997	
Q9KLM1	OTHER	0.001183	0.998817	
Q9KLM2	OTHER	0.012738	0.987262	
Q9KLM3	OTHER	0.002072	0.997928	
Q9KLM5	OTHER	0.001932	0.998068	
Q9KLM7	OTHER	0.097199	0.902801	
Q9KLM8	SP(Sec/SPI)	0.617219	0.382781	CS pos: 35-36. AFA-DP. Pr: 0.3920
Q9KLN0	OTHER	0.073961	0.926039	
Q9KLN3	SP(Sec/SPI)	0.826358	0.173642	CS pos: 44-45. AAA-AE. Pr: 0.4192
Q9KLN6	OTHER	0.000271	0.999729	
Q9KLN7	SP(Sec/SPI)	0.769177	0.230823	CS pos: 35-36. AQA-AE. Pr: 0.3335
Q9KLP0	OTHER	0.001403	0.998597	
Q9KLP1	OTHER	0.001302	0.998698	
Q9KLP2	OTHER	0.017439	0.982561	
Q9KLP5	OTHER	0.021044	0.978956	
Q9KLP7	OTHER	0.005108	0.994892	
Q9KLP8	SP(Sec/SPI)	0.857437	0.142563	CS pos: 19-20. AGA-GF. Pr: 0.6502
Q9KLP9	SP(Sec/SPI)	0.965082	0.034918	CS pos: 24-25. IFA-YA. Pr: 0.5468
Q9KLQ3	OTHER	0.000687	0.999313	
Q9KLQ4	OTHER	0.001685	0.998315	
Q9KLQ7	SP(Sec/SPI)	0.984233	0.015767	CS pos: 26-27. VHA-EG. Pr: 0.8394
Q9KLQ8	OTHER	0.001889	0.998111	
Q9KLR3	SP(Sec/SPI)	0.668751	0.331249	CS pos: 41-42. AHA-EL. Pr: 0.6280
Q9KLR8	OTHER	0.000496	0.999504	
Q9KLR9	OTHER	0.004821	0.995179	
Q9KLS0	OTHER	0.000569	0.999431	
Q9KLS1	OTHER	0.368303	0.631697	
Q9KLS2	OTHER	0.001757	0.998243	
Q9KLS3	OTHER	0.010989	0.989011	
Q9KLS4	OTHER	0.018394	0.981606	
Q9KLS7	OTHER	0.089263	0.910737	
Q9KLS8	OTHER	0.194182	0.805818	
Q9KLS9	OTHER	0.001036	0.998964	
Q9KLT1	OTHER	0.003128	0.996872	
Q9KLT2	SP(Sec/SPI)	0.970501	0.029499	CS pos: 20-21. CGS-LV. Pr: 0.6246
Q9KLT3	OTHER	0.012666	0.987334	
Q9KLT5	OTHER	0.001781	0.998219	
Q9KLT7	OTHER	0.001296	0.998704	
Q9KLT9	OTHER	0.000330	0.999670	
Q9KLU0	OTHER	0.020860	0.979140	
Q9KLU1	OTHER	0.005741	0.994259	
Q9KLU2	OTHER	0.008637	0.991363	
Q9KLU3	OTHER	0.003143	0.996857	
Q9KLU4	SP(Sec/SPI)	0.998833	0.001167	CS pos: 18-19. TMA-QD. Pr: 0.9622
Q9KLU6	OTHER	0.001009	0.998991	
Q9KLU7	OTHER	0.016343	0.983657	
Q9KLU8	OTHER	0.001247	0.998753	
Q9KLU9	OTHER	0.000376	0.999624	
Q9KLV0	OTHER	0.012567	0.987433	
Q9KLV1	OTHER	0.393285	0.606715	
Q9KLV2	SP(Sec/SPI)	0.998450	0.001550	CS pos: 18-19. AYA-QN. Pr: 0.9548
Q9KLV3	OTHER	0.015219	0.984781	
Q9KLV4	OTHER	0.001402	0.998598	
Q9KLV5	OTHER	0.001611	0.998389	
Q9KLV6	OTHER	0.000415	0.999585	
Q9KLV7	OTHER	0.001446	0.998554	
Q9KLV8	OTHER	0.097681	0.902319	
Q9KLW0	OTHER	0.002364	0.997636	
Q9KLW1	OTHER	0.000924	0.999076	
Q9KLW2	OTHER	0.024394	0.975606	
Q9KLW3	OTHER	0.002100	0.997900	
Q9KLW4	OTHER	0.001745	0.998255	
Q9KLW5	OTHER	0.032647	0.967353	
Q9KLW6	OTHER	0.005615	0.994385	
Q9KLW9	OTHER	0.050759	0.949241	
Q9KLX0	OTHER	0.000414	0.999586	
Q9KLX1	OTHER	0.001088	0.998912	
Q9KLX2	OTHER	0.000520	0.999480	
Q9KLX8	OTHER	0.001614	0.998386	
Q9KLY0	OTHER	0.003757	0.996243	
Q9KLY2	OTHER	0.144720	0.855280	
Q9KLY3	OTHER	0.000636	0.999364	
Q9KLY4	OTHER	0.000295	0.999705	
